20130200|0102000309|02/01/2013||01|0011|0|0000025188|0|6|20202380621|MAPFRE PERU COMPAÑIA DE SEGUROS Y REASEGUROS|97.45|17.54|0.00|0.00|0.00|0.00|0.00|0.00|0.00|114.99|2.578|01/01/0001|00|-|-|-|01/01/0001|0|0|6|
20130200|0102000405|14/01/2013|01/02/2013|14|0L00|0|0051859254|0|6|20290000263|TELEFONICA MULTIMEDIA S.A.C.|110.93|19.97|0.00|0.00|0.00|0.00|0.00|0.00|0.00|130.90|2.578|01/01/0001|00|-|-|-|01/01/0001|0|0|6|
20130200|0102000085|16/01/2013||01|0005|0|0000058627|0|6|20147720492|LABORATORIOS ROE S.A|68.64|12.36|0.00|0.00|0.00|0.00|0.00|0.00|0.00|81.00|2.578|01/01/0001|00|-|-|-|01/01/0001|0|0|6|
20130200|0102000407|28/01/2013|16/02/2013|14|T001|0|0102658497|0|6|20467534026|AMERICA MOVIL PERU  S.A.C. |371.06|66.79|0.00|0.00|0.00|0.00|0.00|0.00|0.00|437.85|2.570|01/01/0001|00|-|-|-|01/01/0001|0|0|6|
20130200|0102000419|28/01/2013|25/02/2013|14|T001|0|0102618773|0|6|20467534026|AMERICA MOVIL PERU  S.A.C. |1018.27|183.29|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1201.56|2.583|01/01/0001|00|-|-|-|01/01/0001|0|0|6|
20130200|0102000406|31/01/2013|15/02/2013|14|0001|0|0147718347|0|6|20331898008|LUZ DEL SUR|5773.24|1039.18|0.00|0.00|0.00|0.00|106.78|0.00|0.00|6919.20|2.567|01/01/0001|00|-|-|-|01/01/0001|0|0|6|
20130200|0102000137|31/01/2013||13|0001|0|0001269325|0|6|20467737300|COMPAÑIA DE SERVICIOS CONEXOS EXPRESSNET S.A.C.|576.87|103.84|0.00|0.00|0.00|0.00|0.00|0.00|0.00|680.71|2.578|01/01/0001|00|-|-|-|01/01/0001|0|0|6|
20130200|0102000141|01/02/2013||12|0002|0|0000048092|0|6|20503840121|REPSOL COMERCIAL S.A.C.|84.75|15.25|0.00|0.00|0.00|0.00|0.00|0.00|0.00|100.00|2.578|01/01/0001|00|-|-|-|01/01/0001|0|0|1|
20130200|0102000421|01/02/2013|28/02/2013|14|0020|0|0000106015|0|6|20428698569|AMERICATEL PERU S.A.|8.09|1.46|0.00|0.00|0.00|0.00|0.00|0.00|0.00|9.55|2.578|01/01/0001|00|-|-|-|01/01/0001|0|0|1|
20130200|0102000018|01/02/2013||01|0001|0|0000021074|0|6|20139640099|ASOCIACION DE CLINICAS PARTICULARES DEL PERU|0.00|0.00|0.00|0.00|0.00|0.00|150.00|0.00|0.00|150.00|2.578|01/01/0001|00|-|-|-|01/01/0001|0|0|1|
